node_id,node_type,label,uri,local_status,dependency_completeness,average_tokens_per_epoch,basis,evidence,notes
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,inherited,complete,154418.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,inherited,complete,71856.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,inherited,complete,705459.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,inherited,complete,811411.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,inherited,complete,532494.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,inherited,complete,214780.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,inherited,complete,319795.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,inherited,complete,85279.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,inherited,complete,212021.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,inherited,complete,35607.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,inherited,complete,198319.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,inherited,complete,149122.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,inherited,complete,57511.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,inherited,complete,13407.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,inherited,complete,17327.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,effective_dataset,schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,inherited,complete,82014.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-platypus-reclor,effective_dataset,schneiderkamplab/sapient-synth-platypus-reclor,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-platypus-reclor,inherited,complete,921983.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-platypus-scibench,effective_dataset,schneiderkamplab/sapient-synth-platypus-scibench,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-platypus-scibench,inherited,complete,103655.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-tasksource-pragmeval-sarcasm,effective_dataset,schneiderkamplab/sapient-synth-tasksource-pragmeval-sarcasm,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-tasksource-pragmeval-sarcasm,inherited,complete,542414.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/sapient-synth-tasksource-reclor,effective_dataset,schneiderkamplab/sapient-synth-tasksource-reclor,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-tasksource-reclor,inherited,complete,900568.0,Authorized repair plus retained named upstream task,docs/dfm8-datasets.md,Container/output licence does not establish permission for every incorporated upstream work.
hf:schneiderkamplab/transformations-danish-danish,effective_dataset,schneiderkamplab/transformations-danish-danish,https://huggingface.co/datasets/schneiderkamplab/transformations-danish-danish,inherited,complete,496192437.0,Apache-2.0 project-generated layer plus direct licence/agreement for eight named Danish seed families,export-upload/transformations-danish-danish/audit_summary.json,208117 accepted rows; exact aggregate source matching has no unmatched rows.
hf:schneiderkamplab/transformations-danish-english,effective_dataset,schneiderkamplab/transformations-danish-english,https://huggingface.co/datasets/schneiderkamplab/transformations-danish-english,inherited,complete,468891804.0,Apache-2.0 project-generated layer plus direct licence/agreement for eight named Danish seed families,export-upload/transformations-danish-english/audit_summary.json,211401 accepted rows; exact aggregate source matching has no unmatched rows.
hf:schneiderkamplab/transformations-english-danish,effective_dataset,schneiderkamplab/transformations-english-danish,https://huggingface.co/datasets/schneiderkamplab/transformations-english-danish,inherited,complete,417759531.0,Apache-2.0 project-generated layer plus direct/open terms for scientific summaries DBC Lex.dk and ASSET seeds,export-upload/transformations-english-danish/audit_summary.json,246288 accepted rows; exact aggregate source matching has no unmatched rows.
hf:schneiderkamplab/transformations-english-english,effective_dataset,schneiderkamplab/transformations-english-english,https://huggingface.co/datasets/schneiderkamplab/transformations-english-english,inherited,complete,471098920.0,Apache-2.0 project-generated layer plus direct/open terms for scientific summaries DBC Lex.dk and ASSET seeds,export-upload/transformations-english-english/audit_summary.json,248474 accepted rows; exact aggregate source matching has no unmatched rows.
hf:swiss-ai/apertus-sft-mixture,dataset,swiss-ai/apertus-sft-mixture,https://huggingface.co/datasets/swiss-ai/apertus-sft-mixture,inherited,complete,,ODC-By covers the database layer; content follows components,,
hf:synquid/danish-verifiable-reasoning,effective_dataset,synquid/danish-verifiable-reasoning,https://huggingface.co/datasets/synquid/danish-verifiable-reasoning,inherited,complete,18131360.0,Authorized DFM/Synquid generation layer plus Ai2-authored DOLCI logic-puzzle prompts released for research under ODC-By,data/downloads/datasets/synquid_danish_verifiable_reasoning/.cache/huggingface/download/README.md.metadata,"Synquid's generated prompts, answers, and wrappers are authorized DFM contributions. Ai2 identifies the inherited logic-puzzle prompts as new Ai2 prompts in the DOLCI card."
hf:synquid/ifbench-train,effective_dataset,synquid/ifbench-train,https://huggingface.co/datasets/synquid/ifbench-train,cleared,complete,12689130.0,"Authorized DFM/Synquid contribution plus affirmative WildChat user consent accepted by the project owner as express permission for current research model training",data/downloads/datasets/synquid_ifbench_train/.cache/huggingface/download/README.md.metadata,"Rows retain WildChat prompts; privacy safeguards remain independent of the accepted expression-use permission."
hf:synquid/mt-da-deepseek,effective_dataset,synquid/mt-da-deepseek,https://huggingface.co/datasets/synquid/mt-da-deepseek,cleared,complete,8885734.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/synquid_mt_da_deepseek/.cache/huggingface/download/README.md.metadata,"Project-generated dialogues use DynaWord source excerpts or handcrafted seeds; the project owner confirmed the retained DynaWord passages are open/public-domain. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:synquid/translation-100k,effective_dataset,synquid/translation-100k,https://huggingface.co/datasets/synquid/translation-100k,cleared,complete,98234612.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/synquid_translation_100k/.cache/huggingface/download/README.md.metadata,"Every retained row names oliverkinch/machine-translation-da-en and its underlying OPUS corpus; follow those per-corpus open/public terms. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:synquid/wiki-instruct-da,effective_dataset,synquid/wiki-instruct-da,https://huggingface.co/datasets/synquid/wiki-instruct-da,cleared,complete,988119510.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/synquid_wiki_instruct_da/.cache/huggingface/download/README.md.metadata,"Wikipedia-derived instructions remain governed by the applicable CC-BY-SA source terms. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:synquid/wildchat-100k-qwen-messages,effective_dataset,synquid/wildchat-100k-qwen-messages,https://huggingface.co/datasets/synquid/wildchat-100k-qwen-messages,cleared,complete,189868452.0,"Authorized DFM/Synquid generation layer plus affirmative WildChat user consent accepted by the project owner as express permission for current research model training",data/downloads/datasets/synquid_wildchat_100k_qwen_messages/.cache/huggingface/download/README.md.metadata,"The corpus retains 69,688 original conversations and extends 30,000 with generated follow-ups; privacy safeguards remain independent of the accepted expression-use permission."
hf:teknium/OpenHermes-2.5,dataset,teknium/OpenHermes-2.5,https://huggingface.co/datasets/teknium/OpenHermes-2.5,inherited,complete,,Aggregate rights follow nineteen reconstructed source blocks,legal/reports/dfm9-openhermes-component-audit.md,Article 4 was selected for uncovered Airoboros Caseus CoT-Alpaca and Platypus expression; Article 3 is not relied on.
hf:theblackcat102/evol-codealpaca-v1,dataset,theblackcat102/evol-codealpaca-v1,https://huggingface.co/datasets/theblackcat102/evol-codealpaca-v1,cleared,complete,,Apache-2.0,,
hf:utter-project/EuroBlocks-SFT-Synthetic-1124,dataset,utter-project/EuroBlocks-SFT-Synthetic-1124,https://huggingface.co/datasets/utter-project/EuroBlocks-SFT-Synthetic-1124,inherited,complete,,Aggregate/database terms do not replace component terms,,
work:common-pile-covered-passages,source_work,Covered Common Pile source passages,,cleared,complete,,Project-owner confirmation: public-domain or open-licensed passages,,
work:covered-opus-eu-corpora,work_or_contribution,Covered OPUS/EU translation corpora,,cleared,complete,,Public/open source terms confirmed per row,,
work:danish-wikipedia,work_or_contribution,Danish Wikipedia articles,,cleared,complete,,CC-BY-SA-4.0,,
work:dolci-puzzle-prompts,source_work,DOLCI puzzle prompts retained by Danish reasoning,,inherited,complete,,Twelve named DOLCI puzzle subsets; each follows its source/content terms,,
work:dynaword-covered-passages,work_or_contribution,Covered DynaWord passages,,cleared,complete,,Public-domain/open-licensed source passages confirmed,,
work:facebook-asset-seeds,source_work,ASSET simplification seed texts,https://huggingface.co/datasets/facebook/asset,cleared,complete,,CC-BY-SA-4.0 used as seed material with attribution/share-alike tracking,data/downloads/datasets/posttrain_asset/README.md,Validation/test references were transformed by the project rather than directly sampled as supervised targets.
work:sapient-upstream:aeslc-1.0.0,source_work,AESLC task provenance,https://github.com/ryanzhumich/AESLC,cleared,complete,,CC BY-NC-SA 4.0 for current academic/non-commercial use,Official AESLC README and LICENSE.md; CMU Enron provenance page; DFM synthetic audit metadata,Original AESLC contains real Enron email bodies and subject lines; privacy and attribution/share-alike obligations remain relevant.
work:sapient-upstream:opinion-abstracts-idebate,source_work,iDebate Opinion Abstracts seed text,https://www.tensorflow.org/datasets/catalog/opinion_abstracts,cleared,complete,,Working current-use classification: DSM Article 3 / Danish section 11 c; Article 4 is not relied on,Project-owner classification 2026-08-17; legal/registers/dfm9-opinion-abstracts-current-optout-audit.csv; Wang and Ling NAACL 2016; DFM synthetic audit metadata,Crawled iDebate claims and argument sentences; counsel must determine whether current general website terms are an appropriate express reservation and whether they apply to the academic corpus copy
work:sapient-upstream:opinion-abstracts-rotten-tomatoes,source_work,Rotten Tomatoes Opinion Abstracts seed text,https://www.tensorflow.org/datasets/catalog/opinion_abstracts,cleared,complete,,Working current-use classification: DSM Article 3 / Danish section 11 c; Article 4 is not relied on,Project-owner classification 2026-08-17; legal/registers/dfm9-opinion-abstracts-current-optout-audit.csv; Wang and Ling NAACL 2016; DFM synthetic audit metadata,Current terms updated 2026-01-06 reserve data-mining and AI-training uses; historical applicability and the academic corpus distribution path still require counsel review.
work:sapient-upstream:pragmeval-sarcasm,source_work,Sapient retained upstream task: pragmeval-sarcasm,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:qrecc,source_work,QReCC task provenance,https://github.com/apple/ml-qrecc,cleared,complete,,CC BY-SA 3.0 dataset terms plus project-generated low-overlap replacement layer,Official Apple QReCC README; FLAN task/template definitions; DFM synthetic audit metadata,"QReCC derives conversations from TREC CAsT, QuAC, and Natural Questions and adds rewrites, answers, and web-page links. Attribution/share-alike and adaptation-scope review remain."
work:sapient-upstream:reclor,source_work,Sapient retained upstream task: reclor,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:scibench,source_work,Sapient retained upstream task: scibench,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task1309-amazonreview-summary-classification,source_work,Sapient retained upstream task: task1309-amazonreview-summary-classification,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task1370-newscomm-classification,source_work,Sapient retained upstream task: task1370-newscomm-classification,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task1371-newscomm-translation,source_work,Sapient retained upstream task: task1371-newscomm-translation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task1373-newscomm-translation,source_work,Sapient retained upstream task: task1373-newscomm-translation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task1374-newscomm-translation,source_work,Sapient retained upstream task: task1374-newscomm-translation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task1375-newscomm-translation,source_work,Sapient retained upstream task: task1375-newscomm-translation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task1376-newscomm-translation,source_work,Sapient retained upstream task: task1376-newscomm-translation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task1377-newscomm-translation,source_work,Sapient retained upstream task: task1377-newscomm-translation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task264-paper-reviews-accept-reject,source_work,Sapient retained upstream task: task264-paper-reviews-accept-reject,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task265-paper-reviews-language-identification,source_work,Sapient retained upstream task: task265-paper-reviews-language-identification,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task266-paper-reviews-reviewer-perspective,source_work,Sapient retained upstream task: task266-paper-reviews-reviewer-perspective,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task589-amazonfood-summary-text-generation,source_work,Sapient retained upstream task: task589-amazonfood-summary-text-generation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task590-amazonfood-summary-correction-classification,source_work,Sapient retained upstream task: task590-amazonfood-summary-correction-classification,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task618-amazonreview-summary-text-generation,source_work,Sapient retained upstream task: task618-amazonreview-summary-text-generation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task634-allegro-reviews-classification,source_work,Sapient retained upstream task: task634-allegro-reviews-classification,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task635-allegro-reviews-answer-generation,source_work,Sapient retained upstream task: task635-allegro-reviews-answer-generation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task672-amazon-yelp-summarization,source_work,Sapient retained upstream task: task672-amazon-yelp-summarization,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task870-msmarco-answer-generation,source_work,Sapient retained upstream task: task870-msmarco-answer-generation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task871-msmarco-question-generation,source_work,Sapient retained upstream task: task871-msmarco-question-generation,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task902-deceptive-opinion-spam-classification,source_work,Sapient retained upstream task: task902-deceptive-opinion-spam-classification,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task903-deceptive-opinion-spam-classification,source_work,Sapient retained upstream task: task903-deceptive-opinion-spam-classification,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task906-dialogre-identify-names,source_work,Sapient retained upstream task: task906-dialogre-identify-names,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task907-dialogre-identify-relationships,source_work,Sapient retained upstream task: task907-dialogre-identify-relationships,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task908-dialogre-identify-familial-relationships,source_work,Sapient retained upstream task: task908-dialogre-identify-familial-relationships,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:sapient-upstream:task909-dialogre-prevalent-speakers,source_work,Sapient retained upstream task: task909-dialogre-prevalent-speakers,,unresolved,partial,,Named FLAN/NIV2/Platypus/Tasksource source requires source-specific decision,,
work:tv2r-covered-text,source_work,TV2R text used by Giannor derivatives,,cleared,complete,,TV2R source terms plus authorized DFM/Giannor contribution,,
work:wildchat-human-prompts,source_work,WildChat retained human conversations/prompts,,cleared,complete,,"Affirmative consent for research/product-development use and third-party publication/sharing, accepted by the project owner as express permission for current research model training",WildChat ICLR 2024 paper consent appendix; project-owner decision 2026-08-17,Privacy review and GDPR safeguards remain independent.
code:rlve-gym,software,RLVE-Gym procedural generators,https://github.com/Zhiyuan-Zeng/RLVE,cleared,complete,,MIT licence,RLVE LICENSE and ICML 2026 paper,Code licence covers the authored generators but does not automatically cover expression retained from cited problem sources.
work:rlve-external-problem-sources,source_work,Problem statements cited by RLVE-Gym,,cleared,complete,,Project-owner manual acceptance for current academic/research training and downstream-mixture consideration; Article 3 fallback retained,prompt-level register; RLVE source comments; project-owner decision 2026-08-17,"122 of 250 retained variants cite external sources. Prompt audit bins 61 as functional rewrites, 45 as close/constrained restatements, 15 as expressive/source-specific carryover, and one as unavailable; four additional dataset variants are unmatched. Findings remain documented but do not block current-scope inclusion."
model:deepseek-r1-family,generator_model,DeepSeek-R1 family,https://huggingface.co/deepseek-ai/DeepSeek-R1,cleared,complete,,MIT terms expressly permit derivative works distillation and training other models,DeepSeek-R1 model card,Applies to the regenerated response layer; retain applicable notices.
generated:dolci:simfc-trajectories,generated_contribution,DOLCI SimFC generated trajectories,,cleared,complete,,Ai2-generated and filtered trajectory layer under the DOLCI ODC-By research release,OLMo 3 paper section 5 and appendix,"GPT-4o GPT-4.1 and GPT-5 generated user queries environment responses and assistant messages; source API schemas follow separate children."
work:dolci:simfc-unassigned-api-schemas,source_work,DOLCI SimFC unassigned or adapted API schemas,,cleared,complete,,Project-owner manual low-risk acceptance for current academic/non-commercial scientific-research training; no Article 3 reliance identified; Article 4 conditional only,legal/reports/dfm9-dolci-toolu-component-audit.md; project-owner decision 2026-08-17,"92800 of 200000 rows had no function schema match to local xLAM or ToolACE releases; this is an upper bound because source schemas may have been modified. The finding remains documented but does not block current-scope inclusion."
generated:dolci:science-qa-trajectories,generated_contribution,DOLCI Science QA generated prompts and trajectories,,cleared,complete,,Ai2-generated question and agent-trajectory layer under the DOLCI ODC-By research release,OLMo 3 paper section 5 and appendix,Tool schemas and generated questions are Ai2 contributions; returned scholarly content follows Semantic Scholar and underlying-paper terms.
service:semantic-scholar-response-data,service,Semantic Scholar response data used by DOLCI Science QA,https://api.semanticscholar.org/license/,inherited,complete,,Semantic Scholar permits internal non-commercial ML training but preserves third-party content terms,Semantic Scholar API License Agreement,Public redistribution attribution and underlying third-party terms still apply.
work:semantic-scholar-third-party-paper-content,source_work,Third-party paper text in Semantic Scholar responses,,cleared,complete,,Project-owner manual low-risk acceptance for current academic/non-commercial scientific-research training; no Article 3 reliance identified; Article 4 conditional only,legal/reports/dfm9-dolci-toolu-component-audit.md; project-owner decision 2026-08-17,"S2 rows retain titles abstracts and occasional paper-content fields; recorded licences include open NC ND publisher-specific and unspecified categories. The finding remains documented but does not block current-scope inclusion."
generated:dolci:deepresearch-trajectories,generated_contribution,DOLCI DeepResearch generated trajectories and page summaries,,cleared,complete,,Ai2 GPT-5 generated and filtered trajectory and summary layer under the DOLCI ODC-By research release,OLMo 3 paper section 5 and appendix,Full fetched webpages were summarized and only summaries retained; search-result snippets follow a separate source-content child.
hf:PersonalAILab/TaskCraft,dataset,PersonalAILab/TaskCraft,https://huggingface.co/datasets/PersonalAILab/TaskCraft,cleared,complete,,MIT licence,TaskCraft dataset card at revision 9c5823ca9e570fcd550fb1f8528802c46fec1137,692 exact DRv4 prompts.
hf:callanwu/WebWalkerQA,dataset,callanwu/WebWalkerQA,https://huggingface.co/datasets/callanwu/WebWalkerQA,cleared,complete,,Direct open or non-commercial terms cover current academic research use,WebWalkerQA current card revision c7ab3329a2a4a35ca569fdca369b61a3d1787e5b,"49 exact DRv4 prompts; current metadata says Apache-2.0 while an earlier card revision said CC-BY-NC-4.0; preserve both records."
hf:lmarena-ai/search-arena-24k,dataset,lmarena-ai/search-arena-24k,https://huggingface.co/datasets/lmarena-ai/search-arena-24k,cleared,complete,,Consented user prompts under CC-BY-4.0 for research use,Search Arena dataset card,2572 exact DRv4 prompts; privacy safeguards remain independent.
hf:allenai/openscilm_queries,dataset,allenai/openscilm_queries,https://huggingface.co/datasets/allenai/openscilm_queries,cleared,complete,,CC-BY-4.0,OpenSciLM queries dataset card at revision 8e83d7e833d7e8c205d40faecd8a9e7942d84aa8,1685 exact DRv4 prompts.
work:dolci:deepresearch-residual-prompts,source_work,DOLCI DeepResearch residual OpenScholar-labelled prompts,,cleared,complete,,Project-owner manual low-risk acceptance for current academic/non-commercial scientific-research training; no Article 3 reliance identified; Article 4 conditional only,legal/reports/dfm9-dolci-toolu-component-audit.md; project-owner decision 2026-08-17,Five rows across four unique prompts remain source-unresolved. The finding remains documented but does not block current-scope inclusion.
work:dolci:web-search-snippets,source_work,Source-specific web-search snippets retained in DOLCI DeepResearch,,cleared,complete,,Project-owner manual low-risk acceptance for current academic/non-commercial scientific-research training; no Article 3 reliance identified; Article 4 conditional only,OLMo 3 paper section 5 and local DRv4 rows; project-owner decision 2026-08-17,"Fetched webpages were summarized but Serper search-result snippets remain in environment messages. The finding remains documented but does not block current-scope inclusion."
hf:proj-persona/PersonaHub,dataset,proj-persona/PersonaHub,https://huggingface.co/datasets/proj-persona/PersonaHub,cleared,complete,,CC-BY-NC-SA-4.0 permits current academic/non-commercial research use subject to attribution and ShareAlike scope,PersonaHub dataset card and Tencent persona-hub repository,"Approximately 250000 personas conditioned Tulu 3 synthesis; generated prompts may retain persona expression."
