source_id,source_url,dfm9_prefix_or_category,sampled_tokens_five_epochs,average_sampled_tokens_per_epoch,dfm9_share,captured_declared_licence,copyright_class,current_scientific_research_basis,nonresearch_or_commercial_basis,article3_required,article4_status,lineage_scope,confidence,rationale,acquisition_evidence,current_metadata_evidence,human_review_required
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,699355,139871.0,0.00017497%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,1976585,395317.0,0.00049453%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,1178480,235696.0,0.00029485%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,14074165,2814833.0,0.00352124%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,12699545,2539909.0,0.00317732%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,10889135,2177827.0,0.00272437%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,4081505,816301.0,0.00102116%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,4081285,816257.0,0.00102110%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,990555,198111.0,0.00024783%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,2994830,598966.0,0.00074928%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,355285,71057.0,0.00008889%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,4387775,877555.0,0.00109778%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,2674925,534985.0,0.00066924%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,1175385,235077.0,0.00029407%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,230125,46025.0,0.00005758%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,342050,68410.0,0.00008558%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,scope_check
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,1478515,295703.0,0.00036991%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,3977405,795481.0,0.00099511%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,9645,1929.0,0.00000241%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,852745,170549.0,0.00021335%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,1338455,267691.0,0.00033487%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,867575,173515.0,0.00021706%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,1325245,265049.0,0.00033157%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,1368100,273620.0,0.00034229%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,908585,181717.0,0.00022732%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,246350,49270.0,0.00006163%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,772090,154418.0,0.00019317%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,359280,71856.0,0.00008989%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,3527295,705459.0,0.00088250%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,scope_check
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,4057055,811411.0,0.00101504%,apache-2.0,mixed_direct_and_manual_low_risk_acceptance,project-generated and audited replacement layer accepted under MAN-021; no Article 3 reliance for the effective synthetic derivative,upstream task records and nonresearch uses remain source-specific; MAN-021 does not relicense source datasets,no,not_needed_within_direct_scope,Synthetic repair of named Sapient/FLAN/NIV2 source; upstream expression may remain.,high,MAN-021 accepts the generated replacement as the operative training work for the current project. Named upstream links remain provenance and memorisation-test evidence rather than blocking dependencies.,docs/dfm8-datasets.md,https://huggingface.co/api/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,scope_check
